accuracy,loss,val_accuracy,val_loss,learning_rate
0.26875001192092896,1.4082282781600952,0.25,1.403038740158081,9.999999747378752e-06
0.28437501192092896,1.4056651592254639,0.25,1.4043488502502441,9.999999747378752e-06
0.28437501192092896,1.4012001752853394,0.22499999403953552,1.4015413522720337,9.999999747378752e-06
0.2593750059604645,1.3929948806762695,0.25,1.3975902795791626,9.999999747378752e-06
0.2593750059604645,1.4006719589233398,0.23749999701976776,1.395977258682251,9.999999747378752e-06
0.27812498807907104,1.41353440284729,0.25,1.392997145652771,9.999999747378752e-06
0.25,1.4140347242355347,0.23749999701976776,1.3912471532821655,9.999999747378752e-06
0.25312501192092896,1.4280760288238525,0.23749999701976776,1.3910480737686157,9.999999747378752e-06
0.25312501192092896,1.4035637378692627,0.23749999701976776,1.3917995691299438,9.999999747378752e-06
0.2593750059604645,1.395146131515503,0.23749999701976776,1.3904742002487183,9.999999747378752e-06
0.25312501192092896,1.4037144184112549,0.23749999701976776,1.3891403675079346,9.999999747378752e-06
0.234375,1.4159364700317383,0.23749999701976776,1.3887240886688232,9.999999747378752e-06
0.24062499403953552,1.4136621952056885,0.23749999701976776,1.3878109455108643,9.999999747378752e-06
0.2562499940395355,1.3903695344924927,0.23749999701976776,1.3872833251953125,9.999999747378752e-06
0.24687500298023224,1.4028360843658447,0.2750000059604645,1.3872911930084229,9.999999747378752e-06
0.25312501192092896,1.4007339477539062,0.25,1.3865938186645508,9.999999747378752e-06
0.22187499701976776,1.4332798719406128,0.25,1.3863714933395386,9.999999747378752e-06
0.26875001192092896,1.4137351512908936,0.25,1.3874809741973877,9.999999747378752e-06
0.23749999701976776,1.408874273300171,0.3499999940395355,1.3862231969833374,9.999999747378752e-06
0.21875,1.4186179637908936,0.32499998807907104,1.3856487274169922,9.999999747378752e-06
0.3062500059604645,1.3867212533950806,0.23749999701976776,1.3857994079589844,9.999999747378752e-06
0.24375000596046448,1.3926223516464233,0.25,1.386248230934143,9.999999747378752e-06
0.2562499940395355,1.4103834629058838,0.26249998807907104,1.38631272315979,9.999999747378752e-06
0.25,1.4068031311035156,0.2874999940395355,1.3858665227890015,4.999999873689376e-06
0.23749999701976776,1.4004578590393066,0.25,1.3865684270858765,4.999999873689376e-06
0.21562500298023224,1.4116077423095703,0.23749999701976776,1.3864103555679321,4.999999873689376e-06
0.2593750059604645,1.4067888259887695,0.25,1.3870981931686401,2.499999936844688e-06
0.23749999701976776,1.4061006307601929,0.25,1.387366771697998,2.499999936844688e-06
